Date,Open,High,Low,Close,Adj Close,Volume
2021-07-21,20.809999,21.520000,20.620001,21.290001,21.290001,1019900
2021-07-22,21.270000,21.389999,20.969999,21.230000,21.230000,584500
2021-07-23,21.370001,21.570000,21.160000,21.240000,21.240000,416100
2021-07-26,20.850000,21.280001,20.400000,20.530001,20.530001,723400
2021-07-27,20.559999,21.240000,20.260000,20.549999,20.549999,433000
2021-07-28,20.600000,20.940001,20.270000,20.690001,20.690001,473600
2021-07-29,20.809999,21.559999,20.500000,20.780001,20.780001,474500
2021-07-30,20.740000,21.030001,20.059999,20.719999,20.719999,320600
2021-08-02,20.660000,21.020000,20.320000,20.370001,20.370001,1445800
2021-08-03,21.010000,21.750000,20.639999,21.290001,21.290001,1939600
2021-08-04,21.000000,21.250000,20.200001,20.340000,20.340000,10228900
2021-08-05,20.580000,21.850000,20.340000,21.400000,21.400000,5729800
2021-08-06,21.680000,22.400000,21.420000,22.070000,22.070000,5701000
2021-08-09,22.010000,22.290001,21.650000,21.719999,21.719999,1296700
2021-08-10,21.620001,21.799999,21.240000,21.490000,21.490000,864300
2021-08-11,21.590000,21.760000,21.080000,21.490000,21.490000,654000
2021-08-12,21.260000,21.850000,20.910000,21.650000,21.650000,529500
2021-08-13,21.670000,21.790001,21.230000,21.240000,21.240000,435800
2021-08-16,21.110001,21.580000,20.879999,21.580000,21.580000,507500
2021-08-17,21.520000,21.820000,21.299999,21.790001,21.790001,657400
2021-08-18,21.780001,22.040001,21.430000,21.490000,21.490000,1010000
2021-08-19,21.500000,22.410000,21.480000,22.030001,22.030001,1385800
2021-08-20,22.150000,23.799999,21.870001,23.700001,23.700001,1574300
2021-08-23,23.879999,24.379999,23.670000,24.309999,24.309999,1770300
2021-08-24,24.240000,24.549999,23.820000,24.150000,24.150000,894600
2021-08-25,26.610001,26.900000,25.350000,25.809999,25.809999,8480800
2021-08-26,25.900000,26.280001,25.670000,25.990000,25.990000,3155500
2021-08-27,26.030001,26.120001,24.719999,25.049999,25.049999,28083000
2021-08-30,25.379999,26.570000,25.250000,26.270000,26.270000,2022300
2021-08-31,26.270000,27.150000,26.160000,26.750000,26.750000,2852200
2021-09-01,26.590000,27.850000,26.320000,27.690001,27.690001,1754300
2021-09-02,27.809999,27.959999,27.520000,27.530001,27.530001,1661900
2021-09-03,27.370001,27.969999,27.120001,27.860001,27.860001,1004600
2021-09-07,27.950001,28.209999,27.670000,28.170000,28.170000,1571100
2021-09-08,27.360001,27.430000,26.350000,26.420000,26.420000,6198700
2021-09-09,26.500000,26.820000,26.000000,26.000000,26.000000,2142500
2021-09-10,26.209999,26.680000,25.969999,25.990000,25.990000,1366400
2021-09-13,25.990000,26.129999,25.360001,25.450001,25.450001,1095700
2021-09-14,25.600000,25.620001,24.900000,25.000000,25.000000,1190500
2021-09-15,24.780001,25.469999,24.610001,25.430000,25.430000,1471700
2021-09-16,25.379999,25.639999,25.200001,25.549999,25.549999,895000
2021-09-17,25.660000,25.870001,25.469999,25.750000,25.750000,5717300
2021-09-20,25.549999,25.750000,25.000000,25.389999,25.389999,1856700
2021-09-21,25.610001,25.790001,24.950001,24.980000,24.980000,1642500
2021-09-22,25.030001,26.010000,24.910000,25.680000,25.680000,1857000
2021-09-23,25.879999,25.980000,25.340000,25.620001,25.620001,1270600
2021-09-24,25.520000,25.700001,24.450001,24.510000,24.510000,3166700
2021-09-27,24.270000,24.980000,24.020000,24.780001,24.780001,1550900
2021-09-28,24.530001,24.719999,23.969999,24.110001,24.110001,1746900
2021-09-29,24.299999,24.430000,23.950001,24.360001,24.360001,1401500
2021-09-30,24.510000,24.990000,24.170000,24.260000,24.260000,772300
2021-10-01,24.420000,24.950001,23.990000,24.820000,24.820000,1027000
2021-10-04,24.900000,25.639999,24.420000,24.860001,24.860001,923600
2021-10-05,24.889999,25.240000,24.809999,25.040001,25.040001,1087800
2021-10-06,24.709999,25.049999,24.110001,24.670000,24.670000,752400
2021-10-07,24.910000,25.400000,24.700001,25.070000,25.070000,1156500
2021-10-08,25.070000,25.290001,24.820000,24.980000,24.980000,426800
2021-10-11,24.910000,24.969999,24.299999,24.309999,24.309999,463100
2021-10-12,24.340000,24.740000,24.230000,24.520000,24.520000,676100
2021-10-13,24.490000,24.500000,23.520000,23.719999,23.719999,815700
2021-10-14,24.000000,24.530001,23.879999,24.340000,24.340000,740700
2021-10-15,24.730000,24.760000,24.440001,24.459999,24.459999,714800
2021-10-18,24.309999,24.309999,23.760000,23.809999,23.809999,553100
2021-10-19,23.910000,24.129999,23.620001,23.760000,23.760000,802600
2021-10-20,24.150000,25.360001,23.879999,25.270000,25.270000,1267400
2021-10-21,25.270000,25.799999,25.170000,25.750000,25.750000,727500
2021-10-22,25.760000,26.469999,25.580000,26.430000,26.430000,821100
2021-10-25,27.059999,27.120001,26.600000,26.840000,26.840000,887700
2021-10-26,26.740000,27.059999,26.520000,26.910000,26.910000,711500
2021-10-27,26.850000,27.090000,26.610001,26.639999,26.639999,595800
2021-10-28,26.690001,27.290001,26.690001,27.030001,27.030001,708100
2021-10-29,27.010000,27.520000,26.930000,27.330000,27.330000,963800
2021-11-01,27.540001,27.969999,27.190001,27.920000,27.920000,683100
2021-11-02,28.139999,28.139999,27.370001,27.490000,27.490000,514900
2021-11-03,27.230000,28.010000,27.020000,27.930000,27.930000,745900
2021-11-04,24.120001,27.840000,23.000000,27.430000,27.430000,878800
2021-11-05,28.000000,28.280001,27.590000,27.920000,27.920000,753500
2021-11-08,27.980000,28.230000,26.860001,27.969999,27.969999,724600
2021-11-09,28.080000,28.290001,27.270000,27.350000,27.350000,640500
2021-11-10,27.330000,27.750000,26.750000,26.860001,26.860001,808700
2021-11-11,26.850000,26.990000,26.469999,26.530001,26.530001,509300
2021-11-12,26.559999,26.930000,26.430000,26.700001,26.700001,892100
2021-11-15,26.750000,27.059999,26.540001,26.879999,26.879999,1008100
2021-11-16,26.770000,27.059999,26.500000,26.639999,26.639999,524500
2021-11-17,26.510000,26.910000,26.379999,26.510000,26.510000,637900
2021-11-18,26.500000,26.700001,26.059999,26.549999,26.549999,1055700
2021-11-19,26.510000,26.650000,26.219999,26.540001,26.540001,536800
2021-11-22,26.820000,28.600000,26.549999,28.379999,28.379999,1389900
2021-11-23,28.490000,28.490000,26.379999,27.010000,27.010000,2229000
2021-11-24,27.080000,27.100000,26.129999,27.000000,27.000000,591000
2021-11-26,26.379999,26.740000,25.510000,25.620001,25.620001,475800
2021-11-29,25.680000,26.290001,25.540001,25.580000,25.580000,635500
2021-11-30,25.500000,26.129999,25.049999,25.309999,25.309999,736000
2021-12-01,25.900000,25.980000,24.469999,24.490000,24.490000,662700
2021-12-02,24.610001,25.500000,24.610001,25.330000,25.330000,542800
2021-12-03,25.370001,25.480000,24.370001,24.549999,24.549999,425100
2021-12-06,24.809999,25.410000,24.400000,25.270000,25.270000,697300
2021-12-07,25.650000,26.299999,25.260000,26.049999,26.049999,837400
2021-12-08,25.980000,26.209999,25.469999,26.030001,26.030001,591000
2021-12-09,25.760000,26.040001,25.139999,25.139999,25.139999,460800
2021-12-10,25.180000,25.750000,24.840000,25.700001,25.700001,532800
2021-12-13,25.610001,26.370001,25.469999,26.000000,26.000000,1142600
2021-12-14,25.650000,26.290001,25.510000,26.070000,26.070000,1023500
2021-12-15,26.129999,26.530001,25.350000,26.510000,26.510000,1104000
2021-12-16,26.740000,26.799999,25.780001,25.790001,25.790001,1232900
2021-12-17,25.459999,26.480000,24.950001,26.070000,26.070000,3311800
2021-12-20,25.549999,26.309999,25.110001,26.200001,26.200001,1077400
2021-12-21,26.590000,27.480000,26.360001,27.340000,27.340000,869800
2021-12-22,27.270000,27.980000,27.139999,27.969999,27.969999,751700
2021-12-23,28.100000,28.209999,27.750000,27.959999,27.959999,560000
2021-12-27,28.180000,28.250000,27.770000,28.049999,28.049999,678100
2021-12-28,28.049999,28.700001,27.920000,28.230000,28.230000,547900
2021-12-29,28.250000,28.430000,27.969999,28.209999,28.209999,416200
2021-12-30,28.260000,28.860001,28.049999,28.430000,28.430000,669100
2021-12-31,28.459999,28.760000,27.740000,28.440001,28.440001,591200
2022-01-03,28.459999,28.610001,27.740000,28.450001,28.450001,989600
2022-01-04,28.450001,28.740000,27.370001,27.559999,27.559999,633200
2022-01-05,27.430000,27.700001,26.379999,26.430000,26.430000,757400
2022-01-06,26.389999,26.650000,25.790001,25.879999,25.879999,801800
2022-01-07,25.900000,26.250000,24.879999,25.040001,25.040001,1183900
2022-01-10,24.450001,25.190001,24.450001,25.139999,25.139999,644400
2022-01-11,25.059999,25.430000,24.600000,25.400000,25.400000,807100
2022-01-12,25.520000,25.520000,24.469999,24.709999,24.709999,846500
2022-01-13,24.879999,25.129999,24.459999,24.770000,24.770000,859300
2022-01-14,24.580000,24.740000,23.860001,24.330000,24.330000,567400
2022-01-18,23.910000,24.030001,22.559999,22.650000,22.650000,780600
2022-01-19,22.610001,22.809999,22.000000,22.110001,22.110001,719200
2022-01-20,22.170000,23.000000,22.170000,22.370001,22.370001,773500
2022-01-21,22.059999,22.820000,22.059999,22.059999,22.059999,584400
2022-01-24,21.660000,23.150000,21.320000,23.100000,23.100000,1057500
2022-01-25,22.900000,23.190001,21.910000,22.440001,22.440001,1215400
2022-01-26,22.850000,23.330000,22.240000,22.559999,22.559999,852000
2022-01-27,22.879999,23.520000,21.910000,22.049999,22.049999,627400
2022-01-28,21.959999,22.760000,21.520000,22.760000,22.760000,627000
2022-01-31,22.480000,23.410000,22.410000,23.370001,23.370001,1069900
2022-02-01,23.510000,23.959999,22.770000,23.700001,23.700001,805500
2022-02-02,23.760000,23.889999,23.139999,23.340000,23.340000,707400
2022-02-03,23.129999,23.379999,22.799999,23.280001,23.280001,842000
2022-02-04,23.000000,23.980000,22.680000,23.719999,23.719999,759200
2022-02-07,23.610001,23.940001,23.400000,23.620001,23.620001,477300
2022-02-08,23.600000,24.480000,23.440001,24.420000,24.420000,373700
2022-02-09,24.620001,25.000000,24.430000,24.620001,24.620001,666300
2022-02-10,24.030001,25.100000,23.900000,24.520000,24.520000,835600
2022-02-11,24.459999,24.840000,24.110001,24.180000,24.180000,608600
2022-02-14,24.219999,24.510000,23.650000,23.860001,23.860001,468500
2022-02-15,24.219999,25.010000,24.049999,24.930000,24.930000,1055500
2022-02-16,24.879999,24.969999,24.090000,24.820000,24.820000,327800
2022-02-17,24.450001,24.570000,23.870001,23.959999,23.959999,494900
2022-02-18,23.940001,24.139999,23.420000,23.650000,23.650000,511400
2022-02-22,23.860001,23.860001,23.049999,23.190001,23.190001,676600
2022-02-23,25.000000,25.700001,24.290001,24.420000,24.420000,1089600
2022-02-24,24.049999,25.290001,23.379999,25.190001,25.190001,797100
2022-02-25,25.139999,25.639999,24.500000,25.620001,25.620001,779400
2022-02-28,25.260000,26.120001,25.040001,25.700001,25.700001,793100
2022-03-01,25.510000,25.920000,25.020000,25.340000,25.340000,850300
2022-03-02,25.480000,26.540001,25.250000,26.150000,26.150000,1087400
2022-03-03,26.450001,26.740000,25.620001,25.820000,25.820000,683200
2022-03-04,25.250000,26.610001,25.110001,26.230000,26.230000,1014400
2022-03-07,26.120001,26.129999,25.570000,25.750000,25.750000,886500
2022-03-08,25.719999,26.219999,25.280001,25.299999,25.299999,1054800
2022-03-09,25.549999,26.270000,25.299999,26.160000,26.160000,700100
2022-03-10,25.840000,26.120001,25.360001,26.080000,26.080000,674600
2022-03-11,26.260000,26.530001,25.639999,25.750000,25.750000,452900
2022-03-14,25.629999,25.770000,24.969999,25.230000,25.230000,1119600
2022-03-15,25.459999,26.080000,24.570000,25.910000,25.910000,490200
2022-03-16,26.120001,26.660000,25.600000,26.320000,26.320000,701300
2022-03-17,26.139999,26.639999,25.990000,26.510000,26.510000,1192800
2022-03-18,26.650000,26.770000,26.160000,26.590000,26.590000,1284200
2022-03-21,26.379999,26.990000,26.240000,26.420000,26.420000,373200
2022-03-22,26.570000,27.240000,26.450001,27.190001,27.190001,666600
2022-03-23,26.959999,27.280001,26.549999,26.559999,26.559999,1187200
2022-03-24,26.600000,27.620001,26.450001,27.610001,27.610001,472900
2022-03-25,27.510000,28.620001,27.270000,28.040001,28.040001,1165600
2022-03-28,27.850000,28.350000,27.709999,28.340000,28.340000,482300
2022-03-29,28.549999,28.990000,28.120001,28.670000,28.670000,564300
2022-03-30,28.740000,28.840000,28.059999,28.290001,28.290001,748300
2022-03-31,28.219999,29.000000,28.219999,28.559999,28.559999,1031900
2022-04-01,28.559999,29.129999,28.400000,28.719999,28.719999,813800
2022-04-04,28.740000,28.860001,27.230000,27.430000,27.430000,661700
2022-04-05,27.469999,27.870001,27.260000,27.440001,27.440001,443000
2022-04-06,27.440001,28.350000,27.100000,28.010000,28.010000,1043100
2022-04-07,27.900000,28.400000,27.590000,28.330000,28.330000,878800
2022-04-08,28.450001,28.879999,28.209999,28.430000,28.430000,574400
2022-04-11,28.330000,28.450001,27.790001,27.870001,27.870001,569400
2022-04-12,28.209999,28.830000,28.200001,28.740000,28.740000,629900
2022-04-13,28.740000,29.780001,28.740000,29.709999,29.709999,1053500
2022-04-14,29.750000,30.320000,29.200001,29.450001,29.450001,771100
2022-04-18,29.510000,29.620001,28.770000,28.900000,28.900000,447200
2022-04-19,28.940001,29.660000,28.770000,29.520000,29.520000,805300
2022-04-20,29.670000,30.410000,29.430000,30.049999,30.049999,532000
2022-04-21,30.070000,30.379999,29.330000,29.490000,29.490000,773500
2022-04-22,29.129999,29.650000,27.700001,27.910000,27.910000,764600
2022-04-25,27.850000,28.379999,27.330000,28.299999,28.299999,596300
2022-04-26,27.850000,28.280001,27.059999,27.080000,27.080000,718000
2022-04-27,27.100000,27.450001,26.549999,27.090000,27.090000,820100
2022-04-28,27.520000,30.700001,27.500000,30.480000,30.480000,1773900
2022-04-29,30.540001,30.620001,29.780001,29.879999,29.879999,960700
2022-05-02,29.860001,30.010000,27.969999,28.440001,28.440001,1046800
2022-05-03,28.430000,29.250000,28.290001,29.100000,29.100000,928500
2022-05-04,29.290001,30.000000,28.440001,29.820000,29.820000,650200
2022-05-05,29.410000,29.730000,28.209999,29.160000,29.160000,1021500
2022-05-06,28.809999,29.219999,28.080000,28.480000,28.480000,659100
2022-05-09,28.200001,28.400000,26.719999,26.930000,26.930000,744700
2022-05-10,27.280001,27.440001,26.200001,26.959999,26.959999,986900
2022-05-11,27.209999,28.670000,26.389999,26.469999,26.469999,861200
2022-05-12,26.299999,27.730000,26.280001,27.719999,27.719999,935500
2022-05-13,27.809999,28.879999,27.809999,28.629999,28.629999,975300
2022-05-16,28.730000,28.730000,28.100000,28.379999,28.379999,529000
2022-05-17,28.830000,29.430000,28.600000,29.420000,29.420000,978100
2022-05-18,28.950001,29.850000,28.330000,28.480000,28.480000,658800
2022-05-19,28.420000,29.969999,27.969999,28.889999,28.889999,1639400
2022-05-20,29.280001,29.469999,28.139999,28.889999,28.889999,656500
